#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 03 13 35 999 99.0 99.0  1.03 11.76  8.11 270 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 14 05 999 99.0 99.0  1.01 11.76  8.03 276 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 14 35 999 99.0 99.0  1.11 11.11  8.81 272 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 15 05 999 99.0 99.0  1.05 10.53  8.48 273 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 15 35 999 99.0 99.0  1.08 12.50  8.65 261 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 03 16 05 999 99.0 99.0  0.95 12.50  8.67 270 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 16 35 999 99.0 99.0  0.96 11.76  8.55 270 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 17 05 999 99.0 99.0  1.01 11.11  8.27 276 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 17 35 999 99.0 99.0  0.92 11.76  7.96 262 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 18 05 999 99.0 99.0  0.87 11.76  7.93 276 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 18 35 999 99.0 99.0  1.04 11.76  8.59 262 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 03 19 05 999 99.0 99.0  0.95 12.50  8.36 262 9999.0 999.0  13.7 999.0 99.0 99.00
2014 01 03 19 35 999 99.0 99.0  0.93 11.11  8.46 258 9999.0 999.0  14.1 999.0 99.0 99.00
2014 01 03 20 05 999 99.0 99.0  0.93 12.50  8.16 265 9999.0 999.0  14.5 999.0 99.0 99.00
2014 01 03 20 35 999 99.0 99.0  0.97 12.50  8.55 259 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 03 21 05 999 99.0 99.0  0.99 11.76  8.47 259 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 03 21 35 999 99.0 99.0  1.03 11.11  8.11 259 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 03 22 05 999 99.0 99.0  1.03 10.53  7.56 263 9999.0 999.0  15.0 999.0 99.0 99.00
