#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 01 22 06 999 99.0 99.0  1.73 16.67 12.21 248 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 01 22 36 999 99.0 99.0  1.57 16.67 11.93 247 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 01 23 06 999 99.0 99.0  1.92 15.38 12.73 257 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 01 23 36 999 99.0 99.0  1.68 15.38 12.32 257 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 02 00 06 999 99.0 99.0  1.77 16.67 12.59 251 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 00 36 999 99.0 99.0  1.81 14.29 12.67 265 9999.0 999.0  15.8 999.0 99.0 99.00
2013 01 02 01 06 999 99.0 99.0  1.85 14.29 12.45 265 9999.0 999.0  16.2 999.0 99.0 99.00
2013 01 02 01 36 999 99.0 99.0  1.93 15.38 12.92 257 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 02 02 06 999 99.0 99.0  1.74 15.38 12.38 258 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 02 02 36 999 99.0 99.0  1.69 15.38 12.21 255 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 03 06 999 99.0 99.0  1.56 16.67 12.07 257 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 03 36 999 99.0 99.0  1.72 16.67 12.29 250 9999.0 999.0  14.4 999.0 99.0 99.00
2013 01 02 04 06 999 99.0 99.0  1.67 15.38 12.26 258 9999.0 999.0  13.9 999.0 99.0 99.00
2013 01 02 04 36 999 99.0 99.0  1.70 14.29 12.29 264 9999.0 999.0  13.3 999.0 99.0 99.00
2013 01 02 05 06 999 99.0 99.0  1.69 16.67 12.28 255 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 02 05 36 999 99.0 99.0  1.76 15.38 12.40 258 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 02 06 06 999 99.0 99.0  1.47 16.67 11.90 250 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 02 06 36 999 99.0 99.0  1.76 15.38 12.80 265 9999.0 999.0  13.6 999.0 99.0 99.00
2013 01 02 07 06 999 99.0 99.0  1.71 16.67 12.52 257 9999.0 999.0  13.3 999.0 99.0 99.00
2013 01 02 07 36 999 99.0 99.0  1.56 13.33 11.77 267 9999.0 999.0  13.3 999.0 99.0 99.00
2013 01 02 08 06 999 99.0 99.0  1.48 14.29 11.87 263 9999.0 999.0  14.0 999.0 99.0 99.00
2013 01 02 08 36 999 99.0 99.0  1.48 15.38 11.92 272 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 02 09 06 999 99.0 99.0  1.67 15.38 12.21 264 9999.0 999.0  14.1 999.0 99.0 99.00
2013 01 02 09 36 999 99.0 99.0  1.48 15.38 11.59 260 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 02 10 06 999 99.0 99.0  1.52 15.38 11.54 267 9999.0 999.0  13.5 999.0 99.0 99.00
2013 01 02 10 36 999 99.0 99.0  1.58 14.29 11.92 265 9999.0 999.0  13.6 999.0 99.0 99.00
2013 01 02 11 06 999 99.0 99.0  1.45 16.67 12.10 253 9999.0 999.0  14.0 999.0 99.0 99.00
2013 01 02 11 36 999 99.0 99.0  1.45 13.33 11.83 267 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 02 12 06 999 99.0 99.0  1.62 14.29 12.55 260 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 02 12 36 999 99.0 99.0  1.31 14.29 11.88 258 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 02 13 06 999 99.0 99.0  1.48 15.38 12.47 261 9999.0 999.0  13.9 999.0 99.0 99.00
2013 01 02 13 36 999 99.0 99.0  1.34 15.38 11.98 258 9999.0 999.0  14.0 999.0 99.0 99.00
2013 01 02 14 06 999 99.0 99.0  1.59 14.29 12.44 264 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 02 14 36 999 99.0 99.0  1.61 14.29 12.53 263 9999.0 999.0  13.8 999.0 99.0 99.00
2013 01 02 15 06 999 99.0 99.0  1.60 14.29 12.76 260 9999.0 999.0  13.4 999.0 99.0 99.00
2013 01 02 15 36 999 99.0 99.0  1.59 14.29 12.53 261 9999.0 999.0  13.2 999.0 99.0 99.00
2013 01 02 16 06 999 99.0 99.0  1.70 14.29 12.75 264 9999.0 999.0  12.9 999.0 99.0 99.00
2013 01 02 16 36 999 99.0 99.0  1.54 13.33 12.08 265 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 02 17 06 999 99.0 99.0  1.69 14.29 12.62 264 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 02 17 36 999 99.0 99.0  1.76 15.38 12.69 255 9999.0 999.0  15.5 999.0 99.0 99.00
2013 01 02 18 06 999 99.0 99.0  1.54 14.29 11.71 264 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 02 18 36 999 99.0 99.0  1.57 15.38 11.53 260 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 02 19 06 999 99.0 99.0  1.62 13.33 11.81 267 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 19 36 999 99.0 99.0  1.47 13.33 11.30 270 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 02 20 06 999 99.0 99.0  1.63 15.38 11.82 257 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 02 20 36 999 99.0 99.0  1.64 16.67 12.05 248 9999.0 999.0  13.5 999.0 99.0 99.00
2013 01 02 21 06 999 99.0 99.0  1.53 14.29 11.94 264 9999.0 999.0  13.4 999.0 99.0 99.00
2013 01 02 21 36 999 99.0 99.0  1.51 16.67 12.25 258 9999.0 999.0  13.5 999.0 99.0 99.00
2013 01 02 22 06 999 99.0 99.0  1.65 16.67 12.34 258 9999.0 999.0  13.6 999.0 99.0 99.00
2013 01 02 22 36 999 99.0 99.0  1.43 13.33 11.63 265 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 23 06 999 99.0 99.0  1.62 14.29 12.28 261 9999.0 999.0  15.7 999.0 99.0 99.00
2013 01 02 23 36 999 99.0 99.0  1.56 13.33 12.27 261 9999.0 999.0  15.6 999.0 99.0 99.00
2013 01 03 00 06 999 99.0 99.0  1.60 13.33 11.63 258 9999.0 999.0  16.0 999.0 99.0 99.00
2013 01 03 00 36 999 99.0 99.0  1.48 13.33 11.26 261 9999.0 999.0  16.5 999.0 99.0 99.00
2013 01 03 01 06 999 99.0 99.0  1.36 16.67 11.28 246 9999.0 999.0  15.9 999.0 99.0 99.00
2013 01 03 01 36 999 99.0 99.0  1.41 15.38 11.54 248 9999.0 999.0  15.9 999.0 99.0 99.00
2013 01 03 02 06 999 99.0 99.0  1.44 15.38 11.15 250 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 02 36 999 99.0 99.0  1.36 16.67 11.07 250 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 03 03 06 999 99.0 99.0  1.43 16.67 11.50 251 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 03 03 36 999 99.0 99.0  1.42 15.38 11.43 253 9999.0 999.0  15.8 999.0 99.0 99.00
2013 01 03 04 06 999 99.0 99.0  1.42 16.67 11.59 258 9999.0 999.0  16.0 999.0 99.0 99.00
2013 01 03 04 36 999 99.0 99.0  1.51 15.38 11.63 254 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 05 06 999 99.0 99.0  1.28 16.67 10.45 251 9999.0 999.0  13.2 999.0 99.0 99.00
2013 01 03 05 36 999 99.0 99.0  1.39 15.38 11.05 254 9999.0 999.0  12.9 999.0 99.0 99.00
2013 01 03 06 06 999 99.0 99.0  1.30 15.38 10.79 258 9999.0 999.0  13.1 999.0 99.0 99.00
2013 01 03 06 36 999 99.0 99.0  1.40 16.67 11.81 264 9999.0 999.0  13.0 999.0 99.0 99.00
2013 01 03 07 06 999 99.0 99.0  1.44 15.38 12.00 253 9999.0 999.0  13.2 999.0 99.0 99.00
2013 01 03 07 36 999 99.0 99.0  1.44 15.38 11.60 255 9999.0 999.0  13.9 999.0 99.0 99.00
2013 01 03 08 06 999 99.0 99.0  1.47 16.67 11.94 251 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 08 36 999 99.0 99.0  1.33 14.29 11.42 260 9999.0 999.0  13.8 999.0 99.0 99.00
2013 01 03 09 06 999 99.0 99.0  1.37 15.38 11.19 251 9999.0 999.0  13.3 999.0 99.0 99.00
2013 01 03 09 36 999 99.0 99.0  1.40 15.38 11.73 260 9999.0 999.0  13.7 999.0 99.0 99.00
2013 01 03 10 06 999 99.0 99.0  1.45 15.38 12.08 258 9999.0 999.0  13.9 999.0 99.0 99.00
2013 01 03 10 36 999 99.0 99.0  1.53 15.38 11.81 263 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 11 06 999 99.0 99.0  1.49 14.29 11.79 258 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 11 36 999 99.0 99.0  1.50 14.29 11.89 263 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 03 12 06 999 99.0 99.0  1.51 16.67 11.82 255 9999.0 999.0  14.1 999.0 99.0 99.00
2013 01 03 12 36 999 99.0 99.0  1.41 15.38 11.60 254 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 13 06 999 99.0 99.0  1.48 15.38 12.11 258 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 03 13 36 999 99.0 99.0  1.38 15.38 11.59 255 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 14 06 999 99.0 99.0  1.54 13.33 11.96 264 9999.0 999.0  14.4 999.0 99.0 99.00
2013 01 03 14 36 999 99.0 99.0  1.46 15.38 11.93 260 9999.0 999.0  14.1 999.0 99.0 99.00
2013 01 03 15 06 999 99.0 99.0  1.51 15.38 12.02 260 9999.0 999.0  13.4 999.0 99.0 99.00
2013 01 03 15 36 999 99.0 99.0  1.63 15.38 11.87 261 9999.0 999.0  13.1 999.0 99.0 99.00
2013 01 03 16 06 999 99.0 99.0  1.58 15.38 11.50 257 9999.0 999.0  13.0 999.0 99.0 99.00
2013 01 03 16 36 999 99.0 99.0  1.50 15.38 11.34 260 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 17 06 999 99.0 99.0  1.39 15.38 10.91 260 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 17 36 999 99.0 99.0  1.47 16.67 11.35 248 9999.0 999.0  15.5 999.0 99.0 99.00
2013 01 03 18 06 999 99.0 99.0  1.51 15.38 11.51 255 9999.0 999.0  15.5 999.0 99.0 99.00
2013 01 03 18 36 999 99.0 99.0  1.47 16.67 11.23 248 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 03 19 06 999 99.0 99.0  1.44 16.67 11.47 251 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 03 19 36 999 99.0 99.0  1.61 14.29 11.73 260 9999.0 999.0  15.9 999.0 99.0 99.00
2013 01 03 20 06 999 99.0 99.0  1.64 14.29 10.89 265 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 20 36 999 99.0 99.0  1.34 15.38  9.62 254 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 21 06 999 99.0 99.0  1.63 14.29 10.50 261 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 03 21 36 999 99.0 99.0  1.72 16.67 10.96 254 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 03 22 06 999 99.0 99.0  1.70 13.33 10.52 261 9999.0 999.0  13.5 999.0 99.0 99.00
2013 01 03 22 36 999 99.0 99.0  1.72 16.67 10.83 248 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 23 06 999 99.0 99.0  1.86 14.29 11.31 263 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 03 23 36 999 99.0 99.0  1.71 15.38 10.69 255 9999.0 999.0  16.4 999.0 99.0 99.00
2013 01 04 00 06 999 99.0 99.0  1.80 15.38 10.97 261 9999.0 999.0  15.9 999.0 99.0 99.00
2013 01 04 00 36 999 99.0 99.0  1.73 15.38 10.62 254 9999.0 999.0  15.9 999.0 99.0 99.00
2013 01 04 01 06 999 99.0 99.0  1.85 15.38 11.29 254 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 04 01 36 999 99.0 99.0  1.65 13.33 10.84 267 9999.0 999.0  15.5 999.0 99.0 99.00
2013 01 04 02 06 999 99.0 99.0  1.88 11.76 11.21 265 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 04 02 36 999 99.0 99.0  1.83 11.76 10.75 263 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 04 03 06 999 99.0 99.0  1.67 13.33 10.20 264 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 03 36 999 99.0 99.0  1.97 14.29 11.16 260 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 04 06 999 99.0 99.0  1.97 14.29 10.83 263 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 04 36 999 99.0 99.0  2.12 14.29 10.71 265 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 05 06 999 99.0 99.0  2.24 13.33 10.66 268 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 05 36 999 99.0 99.0  1.96 13.33 10.12 264 9999.0 999.0  12.9 999.0 99.0 99.00
2013 01 04 06 06 999 99.0 99.0  1.90 13.33  9.97 260 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 04 06 36 999 99.0 99.0  2.01 13.33  9.92 272 9999.0 999.0  12.4 999.0 99.0 99.00
2013 01 04 07 06 999 99.0 99.0  2.21 13.33 10.17 268 9999.0 999.0  12.3 999.0 99.0 99.00
2013 01 04 07 36 999 99.0 99.0  2.15 13.33 10.34 271 9999.0 999.0  12.3 999.0 99.0 99.00
2013 01 04 08 06 999 99.0 99.0  2.21 13.33 10.06 268 9999.0 999.0  13.2 999.0 99.0 99.00
2013 01 04 08 36 999 99.0 99.0  2.37 13.33 10.33 263 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 04 09 06 999 99.0 99.0  2.13 13.33  9.57 267 9999.0 999.0  13.9 999.0 99.0 99.00
2013 01 04 09 36 999 99.0 99.0  2.04 14.29  9.84 260 9999.0 999.0  13.8 999.0 99.0 99.00
2013 01 04 10 06 999 99.0 99.0  2.32 12.50 10.34 268 9999.0 999.0  12.3 999.0 99.0 99.00
2013 01 04 10 36 999 99.0 99.0  2.13 13.33  9.88 265 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 04 11 06 999 99.0 99.0  2.25 13.33 10.28 265 9999.0 999.0  14.4 999.0 99.0 99.00
2013 01 04 11 36 999 99.0 99.0  2.23 13.33 10.24 265 9999.0 999.0  14.4 999.0 99.0 99.00
2013 01 04 12 06 999 99.0 99.0  2.25 13.33 10.25 264 9999.0 999.0  14.4 999.0 99.0 99.00
2013 01 04 12 36 999 99.0 99.0  2.35 14.29 10.16 260 9999.0 999.0  14.0 999.0 99.0 99.00
2013 01 04 13 06 999 99.0 99.0  2.44 14.29 10.14 264 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 04 13 36 999 99.0 99.0  2.86 13.33 10.84 265 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 04 14 06 999 99.0 99.0  2.51 13.33 10.66 268 9999.0 999.0  14.0 999.0 99.0 99.00
2013 01 04 14 36 999 99.0 99.0  2.48 13.33 10.25 267 9999.0 999.0  13.4 999.0 99.0 99.00
2013 01 04 15 06 999 99.0 99.0  2.51 13.33 10.39 268 9999.0 999.0  12.9 999.0 99.0 99.00
2013 01 04 15 36 999 99.0 99.0  2.66 14.29 10.50 265 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 04 16 06 999 99.0 99.0  2.47 12.50 10.12 271 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 04 17 06 999 99.0 99.0  2.54 12.50  9.91 271 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 04 17 36 999 99.0 99.0  2.38 13.33  9.75 261 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 04 18 06 999 99.0 99.0  2.40 13.33  9.95 265 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 04 18 36 999 99.0 99.0  2.24 12.50  9.38 267 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 04 19 06 999 99.0 99.0  2.25 12.50  9.53 263 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 04 19 36 999 99.0 99.0  2.44 12.50  9.93 267 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 04 20 06 999 99.0 99.0  2.18 12.50  9.59 270 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 04 20 36 999 99.0 99.0  2.25 12.50  9.95 268 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 04 21 06 999 99.0 99.0  2.37 14.29 10.21 263 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 04 21 36 999 99.0 99.0  2.32 13.33 10.06 263 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 04 22 06 999 99.0 99.0  2.14 11.11  9.73 270 9999.0 999.0  12.9 999.0 99.0 99.00
2013 01 04 22 36 999 99.0 99.0  2.14 11.76  9.71 271 9999.0 999.0  12.9 999.0 99.0 99.00
2013 01 04 23 06 999 99.0 99.0  2.50 11.76 10.38 270 9999.0 999.0  12.9 999.0 99.0 99.00
2013 01 04 23 36 999 99.0 99.0  2.22 11.76  9.68 275 9999.0 999.0  13.1 999.0 99.0 99.00
2013 01 05 00 06 999 99.0 99.0  2.18 13.33 10.13 253 9999.0 999.0  15.7 999.0 99.0 99.00
2013 01 05 00 36 999 99.0 99.0  2.23 11.76  9.74 265 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 05 01 06 999 99.0 99.0  2.08 11.76  9.42 271 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 05 01 36 999 99.0 99.0  2.27 13.33  9.99 265 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 05 02 06 999 99.0 99.0  2.29 10.53 10.04 274 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 05 02 36 999 99.0 99.0  2.24 11.11  9.79 265 9999.0 999.0  13.9 999.0 99.0 99.00
2013 01 05 03 06 999 99.0 99.0  2.17 11.76  9.79 270 9999.0 999.0  14.1 999.0 99.0 99.00
2013 01 05 03 36 999 99.0 99.0  2.02 13.33  9.57 267 9999.0 999.0  14.1 999.0 99.0 99.00
2013 01 05 04 06 999 99.0 99.0  2.04 10.53  9.25 278 9999.0 999.0  13.2 999.0 99.0 99.00
2013 01 05 04 36 999 99.0 99.0  2.01  9.88  9.21 275 9999.0 999.0  13.6 999.0 99.0 99.00
2013 01 05 05 06 999 99.0 99.0  2.12 12.50  9.81 267 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 05 05 36 999 99.0 99.0  2.05 11.11  9.56 263 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 06 06 999 99.0 99.0  1.85 12.50  9.26 268 9999.0 999.0  13.8 999.0 99.0 99.00
2013 01 05 06 36 999 99.0 99.0  2.02 12.50  9.43 275 9999.0 999.0  12.8 999.0 99.0 99.00
2013 01 05 07 06 999 99.0 99.0  2.00 11.76  9.55 264 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 07 36 999 99.0 99.0  1.99 11.11  9.47 274 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 08 06 999 99.0 99.0  1.80 12.50  9.02 263 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 08 36 999 99.0 99.0  1.92 12.50  9.57 264 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 09 06 999 99.0 99.0  1.97 11.11  9.35 279 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 09 36 999 99.0 99.0  1.90 11.76  9.46 261 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 10 06 999 99.0 99.0  2.04 11.76  9.64 268 9999.0 999.0  13.3 999.0 99.0 99.00
2013 01 05 10 36 999 99.0 99.0  1.90  9.88  9.42 282 9999.0 999.0  13.0 999.0 99.0 99.00
2013 01 05 11 06 999 99.0 99.0  1.86 13.33  9.35 263 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 11 36 999 99.0 99.0  1.76 11.76  9.36 272 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 12 06 999 99.0 99.0  1.83 13.33  9.47 261 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 12 36 999 99.0 99.0  1.94 11.76  9.33 268 9999.0 999.0  14.0 999.0 99.0 99.00
2013 01 05 13 06 999 99.0 99.0  1.76 13.33  9.04 261 9999.0 999.0  13.3 999.0 99.0 99.00
2013 01 05 13 36 999 99.0 99.0  1.74 13.33  9.07 258 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 14 06 999 99.0 99.0  1.93 10.53  9.49 277 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 14 36 999 99.0 99.0  1.90 11.76  9.14 263 9999.0 999.0  12.5 999.0 99.0 99.00
2013 01 05 15 06 999 99.0 99.0  1.83 13.33  9.31 263 9999.0 999.0  12.5 999.0 99.0 99.00
2013 01 05 15 36 999 99.0 99.0  1.95 12.50  9.33 264 9999.0 999.0  12.5 999.0 99.0 99.00
2013 01 05 16 06 999 99.0 99.0  1.77 11.76  9.32 272 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 16 36 999 99.0 99.0  1.78 11.76  9.48 270 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 17 06 999 99.0 99.0  1.80 12.50  9.21 267 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 17 36 999 99.0 99.0  1.73 13.33  9.33 264 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 18 06 999 99.0 99.0  1.67 11.76  8.93 261 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 18 36 999 99.0 99.0  1.76 11.11  9.24 268 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 19 06 999 99.0 99.0  1.65 12.50  9.19 267 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 19 36 999 99.0 99.0  1.53 13.33  9.06 261 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 20 06 999 99.0 99.0  1.58 12.50  9.26 265 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 20 36 999 99.0 99.0  1.69 14.29  9.60 264 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 21 06 999 99.0 99.0  1.53 11.11  9.08 274 9999.0 999.0  12.6 999.0 99.0 99.00
2013 01 05 21 36 999 99.0 99.0  1.55 13.33  9.35 261 9999.0 999.0  12.7 999.0 99.0 99.00
2013 01 05 22 06 999 99.0 99.0  1.54 11.11  9.26 265 9999.0 999.0  13.0 999.0 99.0 99.00
2013 01 05 22 36 999 99.0 99.0  1.57 13.33  9.49 265 9999.0 999.0  15.6 999.0 99.0 99.00
2013 01 05 23 06 999 99.0 99.0  1.44 13.33  9.23 263 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 05 23 36 999 99.0 99.0  1.52 13.33  9.66 270 9999.0 999.0  13.7 999.0 99.0 99.00
