#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 03 15 50 213  5.1  6.0 99.00 99.00 99.00 999 1009.5  24.6  25.3 999.0 99.0 99.00
2014 01 03 16 50 209  4.7  5.8  1.57  8.33  7.28  98 1010.0  24.7  25.3 999.0 99.0 99.00
2014 01 03 17 50 210  4.7  5.5  1.61  9.09  7.27 102 1010.9  25.4  25.3 999.0 99.0 99.00
2014 01 03 18 50 209  4.3  5.5  1.42  9.09  7.05  97 1011.6  25.5  25.3 999.0 99.0 99.00
2014 01 03 19 50 208  5.0  6.2  1.64  8.33  7.15 105 1011.7  25.4  25.4 999.0 99.0 99.00
2014 01 03 20 50 209  5.1  6.4 99.00 99.00 99.00 999 1010.9  25.5  25.5 999.0 99.0 99.00
2014 01 03 21 50 212  5.4  6.3 99.00 99.00 99.00 999 1010.3  25.5  25.5 999.0 99.0 99.00
2014 01 03 22 50 222  5.2  6.4 99.00 99.00 99.00 999 1009.3  25.5  25.6 999.0 99.0 99.00
2014 01 03 23 50 219  5.0  6.4  1.46  8.33  6.77 115 1008.5  25.6  25.6 999.0 99.0 99.00
2014 01 04 00 50 240  4.9  6.0 99.00 99.00 99.00 999 1008.5  25.8  25.6 999.0 99.0 99.00
2014 01 04 01 50 237  4.8  5.9 99.00 99.00 99.00 999 1008.9  26.0  25.6 999.0 99.0 99.00
2014 01 04 02 50 242  4.7  5.6 99.00 99.00 99.00 999 1009.3  26.0  25.6 999.0 99.0 99.00
2014 01 04 03 50 233  5.0  5.8 99.00 99.00 99.00 999 1009.9  25.5  25.5 999.0 99.0 99.00
2014 01 04 04 50 239  4.5  5.5 99.00 99.00 99.00 999 1010.4  25.0  25.5 999.0 99.0 99.00
2014 01 04 05 50 244  4.7 99.0 99.00 99.00 99.00 999 9999.0  25.0 999.0 999.0 99.0 99.00
2014 01 04 06 50 243  4.2 99.0 99.00 99.00 99.00 999 9999.0  25.0 999.0 999.0 99.0 99.00
2014 01 04 07 50 245  3.7  5.0 99.00 99.00 99.00 999 1011.7  25.0  25.4 999.0 99.0 99.00
2014 01 04 08 50 244  3.9  5.0 99.00 99.00 99.00 999 1011.5  25.3  25.3 999.0 99.0 99.00
2014 01 04 09 50 243  3.8  5.2 99.00 99.00 99.00 999 1011.3  25.2  25.4 999.0 99.0 99.00
2014 01 04 10 50 248  2.9  4.1 99.00 99.00 99.00 999 1010.6  25.1  25.4 999.0 99.0 99.00
2014 01 04 11 50 234  3.7  4.5  1.60  9.09  7.50  87 1010.1  25.0  25.3 999.0 99.0 99.00
2014 01 04 12 50 222  3.2  4.3  1.69  9.09  7.74  91 1009.8  24.9  25.3 999.0 99.0 99.00
2014 01 04 13 50 226  2.8  3.9 99.00 99.00 99.00 999 1009.8  24.9  25.3 999.0 99.0 99.00
2014 01 04 14 50 214  2.8  3.7  1.79  9.09  7.89 101 1010.3  25.0  25.3 999.0 99.0 99.00
2014 01 04 15 50 224  2.5  3.7  1.86  9.09  7.92  93 1010.6  24.9  25.3 999.0 99.0 99.00
2014 01 04 16 50 205  2.6  3.5  1.65  8.33  7.20  99 1011.0  24.9  25.3 999.0 99.0 99.00
2014 01 04 17 50 220  2.4  3.4  1.67  9.09  7.34  82 1011.5  25.4  25.3 999.0 99.0 99.00
2014 01 04 18 50 203  2.4  3.2  1.82  8.33  7.46  84 1012.1  25.8  25.3 999.0 99.0 99.00
2014 01 04 19 50 196  2.3  2.9  1.75  9.09  7.58  72 1012.4  25.7  25.4 999.0 99.0 99.00
2014 01 04 20 50 180  2.1  2.8  1.82  9.09  7.71  71 1011.9  25.6  25.6 999.0 99.0 99.00
2014 01 04 21 50 188  2.1  2.8  1.90  9.09  7.50  77 1011.3  25.5  26.0 999.0 99.0 99.00
2014 01 04 22 50 213  1.5  2.3  1.63  8.33  7.28  91 1010.3  25.7  26.2 999.0 99.0 99.00
2014 01 04 23 50 321  4.7  5.7  1.77  8.33  7.40  74 1009.7  24.6  26.1 999.0 99.0 99.00
2014 01 05 00 50 336  3.8  4.6  1.76  9.09  7.18  83 1009.8  24.7  26.0 999.0 99.0 99.00
2014 01 05 01 50 297  5.3  7.9  1.84  8.33  7.36  79 1010.2  23.4  25.6 999.0 99.0 99.00
2014 01 05 02 50 350  2.7  3.3  1.85  9.09  7.48  75 1010.6  24.4  25.6 999.0 99.0 99.00
2014 01 05 03 50  29  2.8  3.8  1.62  8.33  7.08  91 1011.3  24.5  25.5 999.0 99.0 99.00
2014 01 05 04 50  42  2.4  3.3  1.62  8.33  7.14  75 1012.0  24.7  25.5 999.0 99.0 99.00
2014 01 05 05 50  25  2.7  3.4  1.71  9.09  7.39  74 1012.4  24.6  25.4 999.0 99.0 99.00
2014 01 05 06 50  59  3.0  4.0  1.72  9.09  7.19  71 1012.9  24.6  25.4 999.0 99.0 99.00
2014 01 05 07 50  61  3.2  4.4  1.85  9.09  7.31  55 1013.1  24.4  25.4 999.0 99.0 99.00
2014 01 05 08 50  81  3.5  4.3  1.97  9.09  7.43  83 1012.8  24.4  25.4 999.0 99.0 99.00
2014 01 05 09 50  88  2.4  3.2  1.77 10.00  7.33 347 1012.5  24.4  25.4 999.0 99.0 99.00
2014 01 05 10 50 125  3.3  4.3  1.97 10.00  7.62 342 1011.9  24.5  25.4 999.0 99.0 99.00
2014 01 05 11 50 151  1.9  2.8  1.94 10.00  7.57 337 1011.4  24.5  25.4 999.0 99.0 99.00
2014 01 05 12 50 173  2.6  3.6  1.90 12.12  7.52 304 1011.1  24.5  25.4 999.0 99.0 99.00
2014 01 05 13 50 186  3.7  4.9  2.03  9.09  7.86   6 1011.2  24.5  25.3 999.0 99.0 99.00
2014 01 05 14 50 206  2.8  3.6  2.16  9.09  8.00  56 1011.3  24.5  25.4 999.0 99.0 99.00
2014 01 05 15 50 206  3.0  4.1  2.08  9.09  7.98 316 1011.3  24.6  25.4 999.0 99.0 99.00
2014 01 05 16 50 244  4.2  5.3  2.25 14.81  8.45 318 1012.0  24.7  25.4 999.0 99.0 99.00
2014 01 05 17 50 251  4.1  5.1  2.46 13.79  8.41 307 1012.8  25.3  25.4 999.0 99.0 99.00
2014 01 05 18 50 296  6.0  7.8  2.61 14.81  8.36 327 1013.4  23.6  25.4 999.0 99.0 99.00
2014 01 05 19 50 310  4.7  6.3  2.65 14.81  8.71 325 1013.5  24.1  25.4 999.0 99.0 99.00
2014 01 05 20 50 317  5.5  7.0  2.68 13.79  8.44 319 1012.9  24.1  25.5 999.0 99.0 99.00
2014 01 05 21 50 333  5.8  6.9  2.71 13.79  8.35 329 1012.0  23.7  25.6 999.0 99.0 99.00
2014 01 05 22 50 331  6.5  8.6  3.44 14.81  9.33 330 1010.9  23.8  25.5 999.0 99.0 99.00
2014 01 05 23 50 340  7.2  9.2  2.96 13.79  8.37 325 1010.0  24.0  25.6 999.0 99.0 99.00
2014 01 06 00 50 346  7.8  9.7  3.04 13.79  8.29 331 1009.6  24.2  25.6 999.0 99.0 99.00
2014 01 06 01 50 357  7.4  8.8  3.29 14.81  8.61 332 1009.6  23.6  25.5 999.0 99.0 99.00
2014 01 06 02 50 347  6.7  8.3  3.07 13.79  8.19 327 1010.5  23.7  25.5 999.0 99.0 99.00
2014 01 06 03 50   2  5.1  6.5  3.02 12.90  8.22 334 1011.0  23.7  25.4 999.0 99.0 99.00
2014 01 06 04 50 356  2.3  3.7  3.21 14.81  9.12 336 1011.8  23.7  25.4 999.0 99.0 99.00
2014 01 06 05 50 266  2.6  4.7 99.00 99.00 99.00 999 1013.2  20.6  25.2 999.0 99.0 99.00
2014 01 06 06 50 317  7.5  9.6  2.75 14.81  8.27 330 1013.5  20.1  25.1 999.0 99.0 99.00
2014 01 06 07 50  14  5.9  7.3  3.00 12.12  8.48 334 1013.5  20.8  25.3 999.0 99.0 99.00
2014 01 06 08 50  14  4.6  5.8  2.70 13.79  8.55 339 1013.2  20.9  25.3 999.0 99.0 99.00
2014 01 06 09 50  11  2.2  3.4  2.63 13.79  8.33 335 1013.2  21.7  25.3 999.0 99.0 99.00
2014 01 06 10 50 340  1.7  3.0  2.90 13.79  9.03 333 1013.0  22.1  25.2 999.0 99.0 99.00
2014 01 06 11 50 356  2.3  3.4  2.88 13.79  9.49 334 1012.7  22.4  25.2 999.0 99.0 99.00
2014 01 06 12 50 353  8.4 10.0  2.64 13.79  8.82 336 1012.0  23.8  25.3 999.0 99.0 99.00
2014 01 06 13 50 347  6.8  8.7  3.13 13.79  9.27 337 1012.0  23.8  25.3 999.0 99.0 99.00
2014 01 06 14 50 338  8.8 10.6  2.95 13.79  8.36 335 1012.3  24.1  25.3 999.0 99.0 99.00
2014 01 06 15 50 339  8.5 10.3  2.63 12.90  7.61 333 1012.8  23.9  25.3 999.0 99.0 99.00
2014 01 06 16 50 338  8.4 10.4  2.63 13.79  7.42 342 1013.4  24.0  25.3 999.0 99.0 99.00
2014 01 06 17 50 335  8.6 10.6  2.67 12.12  7.16 337 1014.0  24.2  25.3 999.0 99.0 99.00
2014 01 06 18 50 342  9.3 11.7  2.55 12.90  7.16 341 1014.4  24.2  25.3 999.0 99.0 99.00
2014 01 06 19 50 336  8.8 11.2  2.46 12.90  7.03 346 1014.7  24.1  25.3 999.0 99.0 99.00
2014 01 06 20 50 351  8.5 10.8  2.51 12.90  7.16 338 1014.6  24.2  25.4 999.0 99.0 99.00
2014 01 06 21 50 349  7.7  9.6  2.51 12.90  6.93 339 1013.8  24.3  25.4 999.0 99.0 99.00
2014 01 06 22 50 358  7.2  8.7  2.55 12.12  6.95 343 1013.0  24.2  25.4 999.0 99.0 99.00
2014 01 06 23 50 356  7.5  9.4  2.29 12.90  6.95 334 1012.5  24.3  25.4 999.0 99.0 99.00
2014 01 07 00 50 354  8.1  9.9  2.50 12.12  7.15 348 1012.4  24.4  25.4 999.0 99.0 99.00
2014 01 07 01 50 349  8.8 10.7  2.37 12.12  6.74 338 1012.6  24.6  25.4 999.0 99.0 99.00
2014 01 07 02 50   3  7.7  9.3  2.43 12.12  6.76 340 1013.1  24.5  25.4 999.0 99.0 99.00
2014 01 07 03 50   5  7.9  9.5  2.24 12.12  6.53 348 1013.7  24.1  25.3 999.0 99.0 99.00
2014 01 07 04 50   3  7.6  9.4  2.41 11.43  6.65 353 1014.2  23.9  25.3 999.0 99.0 99.00
2014 01 07 05 50 350  7.1  8.8  2.40 11.43  6.74 347 1015.0  23.9  25.3 999.0 99.0 99.00
2014 01 07 06 50 349  7.1  9.5  2.38 12.12  6.76 348 1015.2  24.0  25.3 999.0 99.0 99.00
2014 01 07 07 50 350  7.6  9.2 99.00 99.00 99.00 999 1015.2  24.0  25.3 999.0 99.0 99.00
2014 01 07 08 50 355  7.5  9.3  2.28 11.43  6.51 341 1014.9  23.7  25.3 999.0 99.0 99.00
2014 01 07 09 50 357  6.7  8.2  2.24  7.69  6.89  18 1014.5  23.8  25.2 999.0 99.0 99.00
2014 01 07 10 50 357  5.7  7.7  2.09 10.81  6.73 344 1014.3  23.7  25.2 999.0 99.0 99.00
2014 01 07 11 50   7  6.5  8.0  2.11 10.81  6.74 334 1013.7  23.7  25.2 999.0 99.0 99.00
2014 01 07 12 50   1  7.5  9.0  2.40  8.33  6.81  14 1013.2  23.7  25.2 999.0 99.0 99.00
2014 01 07 13 50 355  8.1  9.5  2.26 11.43  6.62 338 1013.1  23.6  25.2 999.0 99.0 99.00
2014 01 07 14 50   3  8.7 10.5  2.28  8.33  6.55  17 1013.6  23.4  25.2 999.0 99.0 99.00
2014 01 07 15 50   4  9.5 11.1  1.93  7.69  6.06 350 1013.8  23.5  25.2 999.0 99.0 99.00
2014 01 07 16 50  11  8.8 10.8  2.23  7.69  6.23  14 1014.6  23.6  25.2 999.0 99.0 99.00
2014 01 07 17 50  10  8.5 10.1  2.20  8.33  6.33  21 1015.5  23.9  25.2 999.0 99.0 99.00
2014 01 07 18 50 358  7.9  9.5  2.15  7.69  6.35  15 1015.9  23.7  25.2 999.0 99.0 99.00
2014 01 07 19 50 352  7.9  9.6  2.22  8.33  6.41  27 1016.3  23.9  25.2 999.0 99.0 99.00
2014 01 07 20 50 353  7.8  9.6  2.11 10.81  6.20 350 1016.0  24.1  25.2 999.0 99.0 99.00
2014 01 07 21 50 357  8.1  9.6  2.25 17.39  6.56 329 1015.3  24.1  25.2 999.0 99.0 99.00
2014 01 07 22 50 348  8.7 10.3  2.07 17.39  6.48 338 1014.1  24.2  25.3 999.0 99.0 99.00
2014 01 07 23 50 354  8.4  9.6  2.39 17.39  6.86 343 1013.2  24.2  25.3 999.0 99.0 99.00
2014 01 08 00 50 359  8.0  9.9  2.35 16.00  6.63 346 1012.9  24.2  25.3 999.0 99.0 99.00
2014 01 08 01 50   5  7.2 10.0  2.20 16.00  6.64 334 1012.9  24.4  25.3 999.0 99.0 99.00
2014 01 08 02 50 350  8.9 10.6  2.21 16.00  6.64 341 1013.1  24.4  25.3 999.0 99.0 99.00
2014 01 08 03 50  10  7.5  9.0  2.30 16.00  6.54 340 1013.5  23.9  25.2 999.0 99.0 99.00
2014 01 08 04 50   3  8.4 10.1  2.01 16.00  6.20 333 1014.1  23.8  25.2 999.0 99.0 99.00
2014 01 08 05 50  10  7.8  9.6  2.14 16.00  6.45 321 1014.8  23.8  25.2 999.0 99.0 99.00
2014 01 08 06 50  14  8.3  9.7  2.05 16.00  6.38 314 1015.1  23.9  25.2 999.0 99.0 99.00
2014 01 08 07 50  23  6.7  7.7  2.05 16.00  6.54 336 1015.2  23.8  25.2 999.0 99.0 99.00
2014 01 08 08 50  18  6.3  7.5  1.98 16.00  6.58 338 1015.1  23.8  25.2 999.0 99.0 99.00
2014 01 08 09 50  26  4.7  6.4  1.98 16.00  6.68 340 1014.8  23.7  25.2 999.0 99.0 99.00
2014 01 08 10 50  35  4.3  6.2  2.17 16.00  7.44 338 1014.1  23.3  25.1 999.0 99.0 99.00
2014 01 08 11 50  14  5.0  6.1  2.11 14.81  7.05 356 1013.2  23.0  25.1 999.0 99.0 99.00
2014 01 08 12 50  25  5.4  6.3  2.04 14.81  6.87 343 1012.6  22.8  25.1 999.0 99.0 99.00
2014 01 08 13 50  31  4.8  5.7  2.07 16.00  7.40 330 1012.5  23.1  25.1 999.0 99.0 99.00
2014 01 08 14 50  31  4.2  5.4  2.13 14.81  7.42 332 1012.9  23.0  25.1 999.0 99.0 99.00
2014 01 08 15 50  59  4.2  5.2  2.13 14.81  7.43 338 1013.3  22.8  25.1 999.0 99.0 99.00
2014 01 08 16 50  43  4.0  5.4  2.03 14.81  7.32 339 1013.8  23.1  25.1 999.0 99.0 99.00
2014 01 08 17 50   6  5.2  7.2  1.96 14.81  7.26 334 1014.5  22.9  25.1 999.0 99.0 99.00
2014 01 08 18 50  15  3.2  4.0  2.09 14.81  7.77 332 1015.3  23.3  25.1 999.0 99.0 99.00
2014 01 08 19 50  62  3.6  4.7  2.04 14.81  7.61 340 1015.3  24.1  25.2 999.0 99.0 99.00
2014 01 08 20 50  74  3.8  5.5  2.10 14.81  8.02 332 1014.9  24.0  25.3 999.0 99.0 99.00
2014 01 08 21 50  65  4.0  5.3  2.08 13.79  7.94 333 1014.2  23.8  25.4 999.0 99.0 99.00
2014 01 08 22 50  59  3.9  5.7  2.12 13.79  8.06 336 1013.2  23.8  25.5 999.0 99.0 99.00
2014 01 08 23 50  51  3.9  5.3  1.90 12.90  7.95 333 1012.2  23.8  25.5 999.0 99.0 99.00
2014 01 09 00 50  63  4.1  5.8  1.90  9.09  7.65  21 1011.9  24.0  25.5 999.0 99.0 99.00
2014 01 09 01 50  67  4.0  5.4  1.68 14.81  7.51 326 1012.1  24.0  25.5 999.0 99.0 99.00
2014 01 09 02 50  62  4.3  5.8  1.89 14.81  7.87 342 1012.8  24.3  25.4 999.0 99.0 99.00
2014 01 09 03 50  62  4.4  5.5  1.95  8.33  7.73  22 1013.6  23.9  25.3 999.0 99.0 99.00
2014 01 09 04 50  65  4.6  5.9  1.84 14.81  7.71 331 1014.3  23.9  25.2 999.0 99.0 99.00
2014 01 09 05 50  77  4.9  6.3  2.01 14.81  8.21 339 1014.9  23.9  25.2 999.0 99.0 99.00
2014 01 09 06 50  71  5.0  6.1  1.93 14.81  8.24 306 1015.3  24.0  25.2 999.0 99.0 99.00
2014 01 09 07 50  70  4.3  5.2  2.07 13.79  8.29 335 1015.5  24.0  25.2 999.0 99.0 99.00
2014 01 09 08 50  64  4.4  5.7  1.88 13.79  8.19 326 1015.3  24.0  25.1 999.0 99.0 99.00
2014 01 09 09 50  51  4.0  5.1  2.10 13.79  8.16 326 1014.9  23.9  25.1 999.0 99.0 99.00
2014 01 09 10 50  50  4.5  5.8  1.97 13.79  7.91 330 1014.3  23.9  25.1 999.0 99.0 99.00
2014 01 09 11 50  56  4.5  5.6  2.06 13.79  8.22 324 1013.4  23.9  25.1 999.0 99.0 99.00
2014 01 09 12 50  40  4.6  6.1  2.02 13.79  8.28 333 1013.0  23.9  25.1 999.0 99.0 99.00
2014 01 09 13 50  39  4.8  6.3  2.14 12.90  8.31 335 1012.8  23.9  25.1 999.0 99.0 99.00
2014 01 09 14 50  43  4.8  6.0  2.11 12.90  8.16 327 1013.1  24.0  25.1 999.0 99.0 99.00
2014 01 09 15 50  52  4.3  5.4  2.00 12.90  7.87 332 1013.5  24.1  25.1 999.0 99.0 99.00
2014 01 09 16 50  82  4.6  5.8  2.04 13.79  7.92 339 1014.0  24.4  25.1 999.0 99.0 99.00
2014 01 09 17 50  76  6.6  8.0  2.18 13.79  7.82 325 1014.7  24.0  25.1 999.0 99.0 99.00
2014 01 09 18 50 105  7.2  9.1  2.15 13.79  7.50 336 1015.4  24.3  25.1 999.0 99.0 99.00
2014 01 09 19 50  95  6.0  7.2  2.22 12.90  7.45 328 1015.4  25.1  25.2 999.0 99.0 99.00
2014 01 09 20 50 111  5.2  6.2  2.46  8.33  7.37  70 1014.8  25.1  25.2 999.0 99.0 99.00
2014 01 09 21 50  94  6.1  7.4  2.58  9.09  7.62  63 1014.2  25.0  25.3 999.0 99.0 99.00
2014 01 09 22 50 107  6.3  7.9  2.68  9.09  7.71  59 1012.9  25.1  25.3 999.0 99.0 99.00
2014 01 09 23 50 118  7.9  9.3  2.97 10.00  7.54  48 1011.8  24.4  25.3 999.0 99.0 99.00
2014 01 10 00 50 116  6.1  7.3  2.78 10.00  7.48  47 1011.4  24.9  25.3 999.0 99.0 99.00
2014 01 10 01 50 111  7.2  8.7  3.04  9.09  7.58  70 1011.3  24.7  25.3 999.0 99.0 99.00
2014 01 10 02 50 118  8.2 10.3  3.06 10.00  7.76  61 1011.6  24.7  25.3 999.0 99.0 99.00
2014 01 10 03 50 121  8.0  9.9  2.96 10.00  7.29  71 1012.0  24.7  25.2 999.0 99.0 99.00
2014 01 10 04 50 120  8.5 11.1 99.00 99.00 99.00 999 1012.4  24.9  25.2 999.0 99.0 99.00
2014 01 10 05 50 125  9.2 11.0  2.86 14.81  7.16 342 1013.0  24.9  25.2 999.0 99.0 99.00
2014 01 10 06 50 141  7.8  9.3  3.07 10.00  7.46  87 1013.5  25.0  25.1 999.0 99.0 99.00
2014 01 10 07 50 145  7.1  8.9  2.98 10.00  7.27  99 1014.1  24.8  24.9 999.0 99.0 99.00
2014 01 10 08 50 123  6.5  8.2  3.11 10.81  7.78 107 1014.0  24.8  24.9 999.0 99.0 99.00
2014 01 10 09 50 135  7.4  9.5  2.92  9.09  7.52  97 1013.3  24.6  24.9 999.0 99.0 99.00
2014 01 10 10 50 135  7.5  9.5  3.21 10.81  7.72 109 1013.1  24.3  24.9 999.0 99.0 99.00
2014 01 10 11 50 141  7.8 10.1  2.76 10.00  7.24 100 1012.2  24.6  24.9 999.0 99.0 99.00
